날짜,월,일,평균기온,평균습도,평균풍속,일조시간,일조량,북위,해발고도,풍속계높이,u_2,P,Δ,γ (gamma),,,,,e_s,e_a,e_s-e_a,J(<=6),J(>7),dr,δ,Φ,ω_s,Ra,N,Rs,Rso,Rs/Rso,R_ns,R_nl,Rn,G,0.408(Rn-G),,,PET_new,PET_old
1978-06-15,6,15,21.3,73.5,1.1,5.9,34.23,37.2,221.1,10.3,0.82 ,98.7 ,0.155 ,0.066 ,1.278 ,0.649 ,0.274 ,2.505 ,2.533 ,1.862 ,0.671 ,166 ,(1),0.968 ,0.407 ,0.649 ,1.904 ,41.738 ,14.545 ,18.900 ,31.488 ,0.600 ,14.553 ,2.528 ,12.025 ,0,4.906 ,3.185 ,0.461 ,3.646 ,5.87
1978-06-16,6,16,22.6,69.3,1.1,10.2,51.21,37.2,221.1,10.3,0.82 ,98.7 ,0.166 ,0.066 ,1.278 ,0.665 ,0.262 ,2.494 ,2.742 ,1.900 ,0.842 ,167 ,(1),0.968 ,0.407 ,0.649 ,1.905 ,41.750 ,14.550 ,25.071 ,31.497 ,0.796 ,19.305 ,3.996 ,15.309 ,0,6.246 ,4.152 ,0.551 ,4.702 ,8.568
1978-06-17,6,17,23.2,67.5,1.6,11,53.72,37.2,221.1,10.3,1.19 ,98.7 ,0.172 ,0.066 ,1.405 ,0.651 ,0.249 ,3.620 ,2.844 ,1.919 ,0.924 ,168 ,(1),0.968 ,0.408 ,0.649 ,1.905 ,41.758 ,14.554 ,26.220 ,31.503 ,0.832 ,20.190 ,4.273 ,15.917 ,0,6.494 ,4.225 ,0.832 ,5.057 ,9.036
1978-06-18,6,18,21.6,75.8,0.8,1.5,22.65,37.2,221.1,10.3,0.60 ,98.7 ,0.158 ,0.066 ,1.203 ,0.666 ,0.277 ,1.820 ,2.580 ,1.956 ,0.624 ,169 ,(1),0.968 ,0.408 ,0.649 ,1.906 ,41.764 ,14.557 ,12.593 ,31.508 ,0.400 ,9.696 ,1.012 ,8.685 ,0,3.543 ,2.362 ,0.315 ,2.677 ,4.191
1978-06-19,6,19,23,63.8,1.6,10.6,51.06,37.2,221.1,10.3,1.19 ,98.7 ,0.170 ,0.066 ,1.405 ,0.648 ,0.250 ,3.622 ,2.809 ,1.792 ,1.017 ,170 ,(1),0.968 ,0.409 ,0.649 ,1.906 ,41.767 ,14.559 ,25.646 ,31.510 ,0.814 ,19.748 ,4.309 ,15.439 ,0,6.299 ,4.083 ,0.922 ,5.005 ,8.613
1978-06-20,6,20,22.1,68.8,1,5.2,28.41,37.2,221.1,10.3,0.74 ,98.7 ,0.162 ,0.066 ,1.253 ,0.663 ,0.269 ,2.271 ,2.660 ,1.830 ,0.830 ,171 ,(1),0.968 ,0.409 ,0.649 ,1.906 ,41.767 ,14.561 ,17.900 ,31.510 ,0.568 ,13.783 ,2.340 ,11.443 ,0,4.669 ,3.097 ,0.506 ,3.603 ,5.158
1978-06-21,6,21,21.7,73.3,1.3,2.6,27.55,37.2,221.1,10.3,0.97 ,98.7 ,0.159 ,0.066 ,1.329 ,0.645 ,0.267 ,2.956 ,2.596 ,1.903 ,0.693 ,172 ,(1),0.968 ,0.409 ,0.649 ,1.906 ,41.764 ,14.561 ,14.170 ,31.508 ,0.450 ,10.911 ,1.400 ,9.511 ,0,3.880 ,2.503 ,0.547 ,3.050 ,4.984
1978-06-22,6,22,22.8,65,1.4,10.9,57.03,37.2,221.1,10.3,1.04 ,98.7 ,0.168 ,0.066 ,1.354 ,0.654 ,0.255 ,3.171 ,2.776 ,1.804 ,0.971 ,173 ,(1),0.967 ,0.409 ,0.649 ,1.906 ,41.758 ,14.561 ,26.070 ,31.503 ,0.828 ,20.074 ,4.385 ,15.688 ,0,6.401 ,4.187 ,0.787 ,4.974 ,9.41
1978-06-23,6,23,23.9,64.3,1.5,9.3,45.43,37.2,221.1,10.3,1.12 ,98.7 ,0.178 ,0.066 ,1.380 ,0.663 ,0.244 ,3.385 ,2.966 ,1.907 ,1.059 ,174 ,(1),0.967 ,0.409 ,0.649 ,1.906 ,41.749 ,14.559 ,23.771 ,31.497 ,0.755 ,18.304 ,3.745 ,14.559 ,0,5.940 ,3.938 ,0.876 ,4.814 ,8.001
1978-06-24,6,24,24.3,64.8,0.7,4.6,39.25,37.2,221.1,10.3,0.52 ,98.7 ,0.182 ,0.066 ,1.177 ,0.702 ,0.253 ,1.578 ,3.038 ,1.969 ,1.069 ,175 ,(1),0.967 ,0.408 ,0.649 ,1.906 ,41.738 ,14.557 ,17.029 ,31.488 ,0.541 ,13.112 ,2.095 ,11.018 ,0,4.495 ,3.155 ,0.427 ,3.582 ,7.052
1978-06-25,6,25,21.1,82.3,1,0,3.47,37.2,221.1,10.3,0.74 ,98.7 ,0.154 ,0.066 ,1.253 ,0.651 ,0.278 ,2.278 ,2.502 ,2.059 ,0.443 ,176 ,(1),0.967 ,0.408 ,0.649 ,1.905 ,41.723 ,14.554 ,10.431 ,31.477 ,0.331 ,8.032 ,0.498 ,7.534 ,0,3.074 ,2.002 ,0.281 ,2.283 ,1.27
1978-06-26,6,26,24.4,80.3,4.4,0,5.27,37.2,221.1,10.3,3.28 ,98.7 ,0.183 ,0.066 ,2.114 ,0.569 ,0.204 ,9.914 ,3.056 ,2.454 ,0.602 ,177 ,(1),0.967 ,0.407 ,0.649 ,1.905 ,41.706 ,14.550 ,10.426 ,31.464 ,0.331 ,8.028 ,0.452 ,7.577 ,0,3.091 ,1.758 ,1.218 ,2.976 ,2.312
1978-06-27,6,27,22.7,78,2.3,2.5,28.36,37.2,221.1,10.3,1.71 ,98.7 ,0.167 ,0.066 ,1.582 ,0.617 ,0.242 ,5.212 ,2.759 ,2.152 ,0.607 ,178 ,(1),0.967 ,0.407 ,0.649 ,1.904 ,41.685 ,14.545 ,14.004 ,31.448 ,0.445 ,10.783 ,1.270 ,9.513 ,0,3.881 ,2.394 ,0.766 ,3.160 ,5.197
1978-06-28,6,28,23.7,78.3,0.6,1.3,26.83,37.2,221.1,10.3,0.45 ,98.7 ,0.176 ,0.066 ,1.152 ,0.700 ,0.261 ,1.355 ,2.931 ,2.295 ,0.636 ,179 ,(1),0.967 ,0.406 ,0.649 ,1.903 ,41.662 ,14.539 ,12.278 ,31.430 ,0.391 ,9.454 ,0.864 ,8.590 ,0,3.505 ,2.453 ,0.225 ,2.677 ,5.048
1978-06-29,6,29,23.7,82,1.2,0,9.53,37.2,221.1,10.3,0.89 ,98.7 ,0.176 ,0.066 ,1.304 ,0.673 ,0.251 ,2.710 ,2.931 ,2.403 ,0.528 ,180 ,(1),0.967 ,0.405 ,0.649 ,1.902 ,41.635 ,14.533 ,10.409 ,31.411 ,0.331 ,8.015 ,0.456 ,7.559 ,0,3.084 ,2.076 ,0.358 ,2.435 ,2.313
1978-06-30,6,30,24,81.5,1,0,8.03,37.2,221.1,10.3,0.74 ,98.7 ,0.179 ,0.066 ,1.253 ,0.685 ,0.251 ,2.256 ,2.984 ,2.432 ,0.552 ,181 ,(1),0.967 ,0.404 ,0.649 ,1.901 ,41.606 ,14.525 ,10.402 ,31.389 ,0.331 ,8.009 ,0.453 ,7.556 ,0,3.083 ,2.113 ,0.313 ,2.425 ,2.061
1978-07-01,7,1,26.9,76,1.1,3.6,32.54,37.2,221.1,10.3,0.82 ,98.7 ,0.208 ,0.066 ,1.278 ,0.713 ,0.225 ,2.458 ,3.544 ,2.694 ,0.851 ,(1),182 ,0.967 ,0.403 ,0.649 ,1.900 ,41.574 ,14.517 ,15.548 ,31.364 ,0.496 ,11.972 ,1.399 ,10.574 ,0,4.314 ,3.074 ,0.470 ,3.544 ,6.381
1978-07-02,7,2,25.9,75,1,2.6,16.61,37.2,221.1,10.3,0.74 ,98.7 ,0.198 ,0.066 ,1.253 ,0.706 ,0.234 ,2.242 ,3.342 ,2.506 ,0.835 ,(1),183 ,0.967 ,0.402 ,0.649 ,1.899 ,41.539 ,14.508 ,14.107 ,31.338 ,0.450 ,10.862 ,1.196 ,9.666 ,0,3.944 ,2.785 ,0.439 ,3.224 ,3.62
1978-07-03,7,3,27.4,74.8,3.2,4.7,32.44,37.2,221.1,10.3,2.38 ,98.7 ,0.213 ,0.066 ,1.810 ,0.642 ,0.198 ,7.138 ,3.650 ,2.730 ,0.920 ,(1),184 ,0.967 ,0.400 ,0.649 ,1.898 ,41.501 ,14.498 ,17.102 ,31.309 ,0.546 ,13.169 ,1.685 ,11.484 ,0,4.685 ,3.010 ,1.297 ,4.307 ,6.624
1978-07-04,7,4,25,75.8,1.2,8.3,46.37,37.2,221.1,10.3,0.89 ,98.7 ,0.189 ,0.066 ,1.304 ,0.688 ,0.239 ,2.698 ,3.168 ,2.401 ,0.767 ,(1),185 ,0.967 ,0.399 ,0.649 ,1.896 ,41.460 ,14.487 ,22.242 ,31.278 ,0.711 ,17.126 ,2.909 ,14.218 ,0,5.801 ,3.991 ,0.495 ,4.486 ,8.259
1978-07-05,7,5,25.4,78,0.7,0.3,23.38,37.2,221.1,10.3,0.52 ,98.7 ,0.193 ,0.066 ,1.177 ,0.714 ,0.243 ,1.572 ,3.244 ,2.530 ,0.714 ,(1),186 ,0.967 ,0.397 ,0.649 ,1.895 ,41.416 ,14.475 ,10.783 ,31.245 ,0.345 ,8.303 ,0.530 ,7.773 ,0,3.172 ,2.264 ,0.273 ,2.536 ,4.615
1978-07-06,7,6,25.3,80.5,1.3,0,10.56,37.2,221.1,10.3,0.97 ,98.7 ,0.192 ,0.066 ,1.329 ,0.687 ,0.235 ,2.920 ,3.225 ,2.596 ,0.629 ,(1),187 ,0.967 ,0.395 ,0.649 ,1.893 ,41.370 ,14.463 ,10.342 ,31.210 ,0.331 ,7.964 ,0.433 ,7.530 ,0,3.072 ,2.111 ,0.432 ,2.543 ,2.573
1978-07-07,7,7,25.9,77.8,1,2.7,27.18,37.2,221.1,10.3,0.74 ,98.7 ,0.198 ,0.066 ,1.253 ,0.706 ,0.234 ,2.242 ,3.342 ,2.600 ,0.742 ,(1),188 ,0.967 ,0.394 ,0.649 ,1.891 ,41.320 ,14.450 ,14.190 ,31.173 ,0.455 ,10.927 ,1.186 ,9.741 ,0,3.974 ,2.806 ,0.390 ,3.196 ,5.331
1978-07-08,7,8,27,71,1.4,6.1,33.07,37.2,221.1,10.3,1.04 ,98.7 ,0.209 ,0.066 ,1.354 ,0.702 ,0.220 ,3.127 ,3.565 ,2.531 ,1.034 ,(1),189 ,0.967 ,0.392 ,0.649 ,1.890 ,41.268 ,14.436 ,19.036 ,31.133 ,0.611 ,14.658 ,2.219 ,12.439 ,0,5.075 ,3.561 ,0.712 ,4.273 ,6.536
1978-07-09,7,9,25,78.3,1.1,0.8,13.6,37.2,221.1,10.3,0.82 ,98.7 ,0.189 ,0.066 ,1.278 ,0.692 ,0.241 ,2.473 ,3.168 ,2.480 ,0.687 ,(1),190 ,0.967 ,0.390 ,0.649 ,1.888 ,41.212 ,14.421 ,11.446 ,31.091 ,0.368 ,8.814 ,0.681 ,8.133 ,0,3.318 ,2.297 ,0.409 ,2.706 ,3.046
1978-07-10,7,10,25,77.8,1.3,0.4,22.17,37.2,221.1,10.3,0.97 ,98.7 ,0.189 ,0.066 ,1.329 ,0.684 ,0.238 ,2.923 ,3.168 ,2.465 ,0.703 ,(1),191 ,0.967 ,0.387 ,0.649 ,1.886 ,41.154 ,14.405 ,10.860 ,31.047 ,0.350 ,8.362 ,0.569 ,7.793 ,0,3.179 ,2.174 ,0.489 ,2.663 ,4.443
1978-07-11,7,11,24,78,1,0,9.53,37.2,221.1,10.3,0.74 ,98.7 ,0.179 ,0.066 ,1.253 ,0.685 ,0.251 ,2.256 ,2.984 ,2.327 ,0.656 ,(1),192 ,0.967 ,0.385 ,0.649 ,1.883 ,41.093 ,14.388 ,10.273 ,31.001 ,0.331 ,7.910 ,0.471 ,7.440 ,0,3.035 ,2.080 ,0.372 ,2.452 ,2.334
1978-07-12,7,12,22.1,76.8,1.1,4.4,37.96,37.2,221.1,10.3,0.82 ,98.7 ,0.162 ,0.066 ,1.278 ,0.659 ,0.267 ,2.498 ,2.660 ,2.043 ,0.617 ,(1),193 ,0.968 ,0.383 ,0.649 ,1.881 ,41.028 ,14.371 ,16.538 ,30.953 ,0.534 ,12.734 ,1.936 ,10.799 ,0,4.406 ,2.902 ,0.411 ,3.314 ,6.422
1978-07-13,7,13,25,73.8,1,3.5,34.81,37.2,221.1,10.3,0.74 ,98.7 ,0.189 ,0.066 ,1.253 ,0.696 ,0.242 ,2.249 ,3.168 ,2.338 ,0.830 ,(1),194 ,0.968 ,0.380 ,0.649 ,1.879 ,40.961 ,14.353 ,15.235 ,30.902 ,0.493 ,11.731 ,1.540 ,10.191 ,0,4.158 ,2.895 ,0.452 ,3.348 ,6.436
1978-07-14,7,14,26.5,78.3,0.8,0,21.48,37.2,221.1,10.3,0.60 ,98.7 ,0.204 ,0.066 ,1.203 ,0.721 ,0.232 ,1.790 ,3.462 ,2.711 ,0.751 ,(1),195 ,0.968 ,0.377 ,0.649 ,1.876 ,40.891 ,14.334 ,10.223 ,30.849 ,0.331 ,7.872 ,0.421 ,7.450 ,0,3.040 ,2.191 ,0.312 ,2.503 ,4.422
1978-07-15,7,15,26.2,77.3,1.6,0,12.52,37.2,221.1,10.3,1.19 ,98.7 ,0.201 ,0.066 ,1.405 ,0.685 ,0.224 ,3.583 ,3.401 ,2.629 ,0.772 ,(1),196 ,0.968 ,0.375 ,0.649 ,1.874 ,40.819 ,14.315 ,10.205 ,30.794 ,0.331 ,7.858 ,0.433 ,7.424 ,0,3.029 ,2.076 ,0.620 ,2.695 ,3.072
1978-07-16,7,16,24.8,81.8,1.3,0.4,17.64,37.2,221.1,10.3,0.97 ,98.7 ,0.187 ,0.066 ,1.329 ,0.682 ,0.240 ,2.925 ,3.130 ,2.561 ,0.570 ,(1),197 ,0.968 ,0.372 ,0.649 ,1.871 ,40.743 ,14.295 ,10.756 ,30.737 ,0.350 ,8.282 ,0.549 ,7.733 ,0,3.155 ,2.150 ,0.399 ,2.550 ,3.647
1978-07-17,7,17,23.8,80,0.4,0,11.4,37.2,221.1,10.3,0.30 ,98.7 ,0.177 ,0.066 ,1.101 ,0.710 ,0.263 ,0.903 ,2.948 ,2.359 ,0.590 ,(1),198 ,0.968 ,0.369 ,0.649 ,1.868 ,40.664 ,14.274 ,10.166 ,30.678 ,0.331 ,7.828 ,0.464 ,7.364 ,0,3.004 ,2.134 ,0.140 ,2.274 ,2.475
1978-07-18,7,18,25.1,73.5,1.6,4.6,10.69,37.2,221.1,10.3,1.19 ,98.7 ,0.190 ,0.066 ,1.405 ,0.673 ,0.233 ,3.597 ,3.187 ,2.342 ,0.844 ,(1),199 ,0.968 ,0.366 ,0.649 ,1.866 ,40.583 ,14.252 ,16.695 ,30.616 ,0.545 ,12.855 ,1.884 ,10.971 ,0,4.476 ,3.012 ,0.707 ,3.719 ,2.815
1978-07-19,7,19,24,77.3,1.5,0,17.92,37.2,221.1,10.3,1.12 ,98.7 ,0.179 ,0.066 ,1.380 ,0.664 ,0.243 ,3.384 ,2.984 ,2.307 ,0.677 ,(1),200 ,0.968 ,0.362 ,0.649 ,1.863 ,40.498 ,14.230 ,10.125 ,30.553 ,0.331 ,7.796 ,0.474 ,7.322 ,0,2.987 ,1.984 ,0.558 ,2.542 ,3.724
1978-07-20,7,20,26,75,0.5,3,24.13,37.2,221.1,10.3,0.37 ,98.7 ,0.199 ,0.066 ,1.127 ,0.729 ,0.241 ,1.121 ,3.361 ,2.521 ,0.840 ,(1),201 ,0.969 ,0.359 ,0.649 ,1.860 ,40.411 ,14.207 ,14.369 ,30.487 ,0.471 ,11.064 ,1.323 ,9.741 ,0,3.974 ,2.896 ,0.227 ,3.123 ,4.777
1978-07-21,7,21,27.3,74.8,1,8.8,35.94,37.2,221.1,10.3,0.74 ,98.7 ,0.212 ,0.066 ,1.253 ,0.721 ,0.223 ,2.231 ,3.629 ,2.714 ,0.914 ,(1),202 ,0.969 ,0.356 ,0.649 ,1.857 ,40.320 ,14.184 ,22.588 ,30.419 ,0.743 ,17.393 ,2.851 ,14.542 ,0,5.933 ,4.277 ,0.455 ,4.731 ,7.016
1978-07-22,7,22,27.8,74.3,0.7,6.7,48.25,37.2,221.1,10.3,0.52 ,98.7 ,0.218 ,0.066 ,1.177 ,0.738 ,0.222 ,1.559 ,3.736 ,2.776 ,0.960 ,(1),203 ,0.969 ,0.352 ,0.649 ,1.853 ,40.227 ,14.159 ,19.574 ,30.348 ,0.645 ,15.072 ,2.236 ,12.836 ,0,5.237 ,3.866 ,0.333 ,4.199 ,9.235
1978-07-23,7,23,28.4,73,1.2,8.2,44.26,37.2,221.1,10.3,0.89 ,98.7 ,0.225 ,0.066 ,1.304 ,0.724 ,0.212 ,2.668 ,3.869 ,2.824 ,1.045 ,(1),204 ,0.969 ,0.348 ,0.649 ,1.850 ,40.131 ,14.134 ,21.674 ,30.276 ,0.716 ,16.689 ,2.617 ,14.071 ,0,5.741 ,4.157 ,0.590 ,4.747 ,8.66
1978-07-24,7,24,28,69.5,0.8,9.3,44.61,37.2,221.1,10.3,0.60 ,98.7 ,0.220 ,0.066 ,1.203 ,0.736 ,0.220 ,1.781 ,3.780 ,2.627 ,1.153 ,(1),205 ,0.969 ,0.345 ,0.649 ,1.847 ,40.032 ,14.109 ,23.202 ,30.201 ,0.768 ,17.865 ,3.134 ,14.731 ,0,6.010 ,4.424 ,0.451 ,4.874 ,8.567
1978-07-25,7,25,28.1,72,1.2,11.3,51.51,37.2,221.1,10.3,0.89 ,98.7 ,0.221 ,0.066 ,1.304 ,0.721 ,0.214 ,2.671 ,3.802 ,2.737 ,1.065 ,(1),206 ,0.970 ,0.341 ,0.649 ,1.843 ,39.930 ,14.083 ,26.002 ,30.124 ,0.863 ,20.022 ,3.568 ,16.454 ,0,6.713 ,4.840 ,0.608 ,5.449 ,9.816
1978-07-26,7,26,28.8,73.3,0.8,9.6,47.91,37.2,221.1,10.3,0.60 ,98.7 ,0.229 ,0.066 ,1.203 ,0.744 ,0.213 ,1.776 ,3.960 ,2.902 ,1.057 ,(1),207 ,0.970 ,0.337 ,0.649 ,1.840 ,39.825 ,14.056 ,23.556 ,30.045 ,0.784 ,18.138 ,2.931 ,15.207 ,0,6.205 ,4.615 ,0.400 ,5.015 ,9.393
1978-07-27,7,27,29.9,70.8,0.8,9.5,47.76,37.2,221.1,10.3,0.60 ,98.7 ,0.242 ,0.066 ,1.203 ,0.754 ,0.204 ,1.770 ,4.219 ,2.987 ,1.232 ,(1),208 ,0.970 ,0.333 ,0.649 ,1.836 ,39.718 ,14.029 ,23.377 ,29.964 ,0.780 ,18.001 ,2.852 ,15.149 ,0,6.181 ,4.661 ,0.446 ,5.107 ,9.583
1978-07-28,7,28,30.2,63.3,0.6,11.4,52.91,37.2,221.1,10.3,0.45 ,98.7 ,0.246 ,0.066 ,1.152 ,0.765 ,0.204 ,1.326 ,4.292 ,2.717 ,1.575 ,(1),209 ,0.970 ,0.329 ,0.649 ,1.833 ,39.607 ,14.001 ,26.026 ,29.881 ,0.871 ,20.040 ,3.746 ,16.294 ,0,6.648 ,5.084 ,0.427 ,5.511 ,10.357
1978-07-29,7,29,30.2,60,1.1,9.9,52.3,37.2,221.1,10.3,0.82 ,98.7 ,0.246 ,0.066 ,1.278 ,0.745 ,0.199 ,2.431 ,4.292 ,2.575 ,1.717 ,(1),210 ,0.971 ,0.325 ,0.649 ,1.829 ,39.494 ,13.973 ,23.864 ,29.795 ,0.801 ,18.376 ,3.502 ,14.873 ,0,6.068 ,4.524 ,0.831 ,5.355 ,10.262
1978-07-30,7,30,27.8,73.8,2,5.6,39.03,37.2,221.1,10.3,1.49 ,98.7 ,0.218 ,0.066 ,1.506 ,0.688 ,0.207 ,4.455 ,3.736 ,2.757 ,0.979 ,(1),211 ,0.971 ,0.320 ,0.649 ,1.825 ,39.377 ,13.944 ,17.751 ,29.707 ,0.598 ,13.669 ,1.975 ,11.693 ,0,4.771 ,3.281 ,0.904 ,4.185 ,7.685
1978-07-31,7,31,29.7,61.5,1.6,11.8,52.43,37.2,221.1,10.3,1.19 ,98.7 ,0.240 ,0.066 ,1.405 ,0.722 ,0.198 ,3.542 ,4.171 ,2.565 ,1.606 ,(1),212 ,0.971 ,0.316 ,0.649 ,1.821 ,39.258 ,13.915 ,26.461 ,29.617 ,0.893 ,20.375 ,4.089 ,16.286 ,0,6.645 ,4.799 ,1.125 ,5.923 ,10.29
1978-08-01,8,1,29,65.8,1.1,6.1,42.67,37.2,221.1,10.3,0.82 ,98.7 ,0.231 ,0.066 ,1.278 ,0.734 ,0.208 ,2.441 ,4.006 ,2.636 ,1.370 ,(1),213 ,0.971 ,0.311 ,0.649 ,1.818 ,39.136 ,13.885 ,18.381 ,29.525 ,0.623 ,14.153 ,2.259 ,11.894 ,0,4.853 ,3.562 ,0.696 ,4.257 ,8.104
1978-08-02,8,2,28.1,73.8,0.9,5.9,31.75,37.2,221.1,10.3,0.67 ,98.7 ,0.221 ,0.066 ,1.228 ,0.733 ,0.218 ,2.003 ,3.802 ,2.806 ,0.996 ,(1),214 ,0.972 ,0.307 ,0.649 ,1.814 ,39.011 ,13.854 ,18.059 ,29.431 ,0.614 ,13.906 ,2.038 ,11.868 ,0,4.842 ,3.549 ,0.434 ,3.983 ,6.184
1978-08-03,8,3,25.7,72.5,2,9.5,47.51,37.2,221.1,10.3,1.49 ,98.7 ,0.196 ,0.066 ,1.506 ,0.664 ,0.223 ,4.487 ,3.302 ,2.394 ,0.908 ,(1),215 ,0.972 ,0.302 ,0.649 ,1.809 ,38.883 ,13.823 ,23.082 ,29.334 ,0.787 ,17.773 ,3.437 ,14.336 ,0,5.849 ,3.885 ,0.908 ,4.794 ,8.197
1978-08-04,8,4,25.8,69.5,1.2,10.4,53.22,37.2,221.1,10.3,0.89 ,98.7 ,0.197 ,0.066 ,1.304 ,0.697 ,0.233 ,2.691 ,3.322 ,2.309 ,1.013 ,(1),216 ,0.972 ,0.297 ,0.649 ,1.805 ,38.753 ,13.792 ,24.299 ,29.236 ,0.831 ,18.710 ,3.849 ,14.862 ,0,6.064 ,4.225 ,0.634 ,4.859 ,9.04
1978-08-05,8,5,26.9,65.5,1.7,11,48.71,37.2,221.1,10.3,1.27 ,98.7 ,0.208 ,0.066 ,1.430 ,0.689 ,0.217 ,3.798 ,3.544 ,2.322 ,1.223 ,(1),217 ,0.973 ,0.292 ,0.649 ,1.801 ,38.619 ,13.760 ,25.091 ,29.135 ,0.861 ,19.320 ,4.092 ,15.228 ,0,6.213 ,4.281 ,1.010 ,5.291 ,8.638
1978-08-06,8,6,26.3,70,0.9,10.9,43.41,37.2,221.1,10.3,0.67 ,98.7 ,0.202 ,0.066 ,1.228 ,0.715 ,0.232 ,2.015 ,3.422 ,2.395 ,1.026 ,(1),218 ,0.973 ,0.287 ,0.649 ,1.797 ,38.483 ,13.728 ,24.898 ,29.032 ,0.858 ,19.172 ,3.928 ,15.243 ,0,6.219 ,4.444 ,0.481 ,4.925 ,7.671
1978-08-07,8,7,27,75,0.8,1.9,34.89,37.2,221.1,10.3,0.60 ,98.7 ,0.209 ,0.066 ,1.203 ,0.726 ,0.228 ,1.787 ,3.565 ,2.674 ,0.891 ,(1),219 ,0.973 ,0.282 ,0.649 ,1.793 ,38.344 ,13.696 ,12.246 ,28.927 ,0.423 ,9.429 ,0.979 ,8.450 ,0,3.448 ,2.503 ,0.363 ,2.866 ,6.511
1978-08-08,8,8,26.2,80.5,1.1,4.1,27.95,37.2,221.1,10.3,0.82 ,98.7 ,0.201 ,0.066 ,1.278 ,0.705 ,0.231 ,2.464 ,3.401 ,2.738 ,0.663 ,(1),220 ,0.974 ,0.277 ,0.649 ,1.788 ,38.202 ,13.663 ,15.282 ,28.820 ,0.530 ,11.768 ,1.561 ,10.207 ,0,4.164 ,2.937 ,0.377 ,3.313 ,5.293
1978-08-09,8,9,26.8,75.3,2.7,2.9,38.71,37.2,221.1,10.3,2.01 ,98.7 ,0.207 ,0.066 ,1.683 ,0.652 ,0.207 ,6.035 ,3.524 ,2.653 ,0.870 ,(1),221 ,0.974 ,0.272 ,0.649 ,1.784 ,38.057 ,13.629 ,13.563 ,28.711 ,0.472 ,10.444 ,1.279 ,9.165 ,0,3.739 ,2.438 ,1.086 ,3.524 ,7.157
1978-08-10,8,10,26.5,78.3,2.8,7.7,27.12,37.2,221.1,10.3,2.08 ,98.7 ,0.204 ,0.066 ,1.709 ,0.645 ,0.208 ,6.265 ,3.462 ,2.711 ,0.751 ,(1),222 ,0.974 ,0.267 ,0.649 ,1.780 ,37.910 ,13.595 ,20.213 ,28.600 ,0.707 ,15.564 ,2.615 ,12.949 ,0,5.283 ,3.408 ,0.978 ,4.386 ,5.34
1978-08-11,8,11,26.4,76.3,1.3,7.7,40.93,37.2,221.1,10.3,0.97 ,98.7 ,0.203 ,0.066 ,1.329 ,0.699 ,0.226 ,2.910 ,3.442 ,2.626 ,0.816 ,(1),223 ,0.975 ,0.261 ,0.649 ,1.775 ,37.759 ,13.561 ,20.160 ,28.486 ,0.708 ,15.523 ,2.704 ,12.819 ,0,5.230 ,3.657 ,0.537 ,4.194 ,7.383
1978-08-12,8,12,25.8,75.3,1,6.8,32.58,37.2,221.1,10.3,0.74 ,98.7 ,0.197 ,0.066 ,1.253 ,0.705 ,0.235 ,2.243 ,3.322 ,2.501 ,0.821 ,(1),224 ,0.975 ,0.256 ,0.649 ,1.771 ,37.606 ,13.527 ,18.854 ,28.371 ,0.665 ,14.518 ,2.541 ,11.977 ,0,4.886 ,3.445 ,0.433 ,3.878 ,5.957
1978-08-13,8,13,25,82.5,0.6,0,8.97,37.2,221.1,10.3,0.45 ,98.7 ,0.189 ,0.066 ,1.152 ,0.714 ,0.248 ,1.349 ,3.168 ,2.613 ,0.554 ,(1),225 ,0.975 ,0.250 ,0.649 ,1.766 ,37.450 ,13.492 ,9.363 ,28.253 ,0.331 ,7.209 ,0.429 ,6.780 ,0,2.766 ,1.975 ,0.186 ,2.161 ,2.075
1978-08-14,8,14,24.9,83.5,1.3,0,14.09,37.2,221.1,10.3,0.97 ,98.7 ,0.188 ,0.066 ,1.329 ,0.683 ,0.239 ,2.924 ,3.149 ,2.629 ,0.520 ,(1),226 ,0.976 ,0.245 ,0.649 ,1.761 ,37.292 ,13.456 ,9.323 ,28.134 ,0.331 ,7.179 ,0.426 ,6.753 ,0,2.755 ,1.881 ,0.363 ,2.244 ,2.959
1978-08-15,8,15,25.5,82.5,0.7,0.9,23,37.2,221.1,10.3,0.52 ,98.7 ,0.194 ,0.066 ,1.177 ,0.715 ,0.242 ,1.571 ,3.263 ,2.692 ,0.571 ,(1),227 ,0.976 ,0.239 ,0.649 ,1.757 ,37.131 ,13.421 ,10.528 ,28.012 ,0.376 ,8.106 ,0.677 ,7.429 ,0,3.031 ,2.167 ,0.217 ,2.384 ,4.386
1978-08-16,8,16,25.1,81,0.9,0,10.77,37.2,221.1,10.3,0.67 ,98.7 ,0.190 ,0.066 ,1.228 ,0.702 ,0.243 ,2.023 ,3.187 ,2.581 ,0.605 ,(1),228 ,0.977 ,0.233 ,0.649 ,1.752 ,36.967 ,13.385 ,9.242 ,27.889 ,0.331 ,7.116 ,0.435 ,6.681 ,0,2.726 ,1.913 ,0.298 ,2.211 ,2.437
